Player,TEAM,TYPE,SEASON,AGE,GP,W,L,MIN,FGM,FGA,FGP,3PM,3PA,3PP,FTM,FTA,FTP,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,PTS,Plus_Minus,OffRtg,DefRtg,NetRtg,ASTP,AST/TO,AST Ratio,OREBP,DREBP,REBP,TO Ratio,eFGP,TSP,USGP,PACE,PIE
Tyler Zeller_2014-2015,BOS,Regular,2014-2015,25,82,40,42,21.1,4.1,7.5,54.9,0,0,0,1.9,2.3,82.3,1.8,3.9,5.7,1.4,0.9,0.2,0.6,2.5,3,0,10.2,-1.4,99.5,102.5,-3,10.6,1.49,12.7,9.3,19.9,14.6,8.5,54.9,59.4,19.8,98.32,12.7
Tyreke Evans_2014-2015,NOP,Regular,2014-2015,25,79,43,36,34,6.6,14.7,44.7,0.9,2.9,30.4,2.6,3.7,69.4,1,4.2,5.3,6.6,3.1,1.3,0.5,2.5,18,1,16.6,2.1,107.5,105.3,2.2,31.6,2.12,25.3,3.4,14.2,8.7,11.9,47.7,50.8,25.7,93.78,11.8
Tyrus Thomas_2014-2015,MEM,Regular,2014-2015,28,2,2,0,3.3,0.5,0.5,100,0,0,0,1,1,100,0,0,0,0.5,0,0,0,0,0,0,2,0.5,116.3,112.6,3.7,20,0,34.7,0,0,0,0,100,106.4,13.7,99.73,15.2
Tyson Chandler_2014-2015,DAL,Regular,2014-2015,32,75,47,28,30.5,3.9,5.9,66.6,0,0,0,2.5,3.4,72,3.9,7.6,11.5,1.1,1.4,0.6,1.2,2.3,31,0,10.3,3.1,107.6,102.1,5.5,5.3,0.8,11.3,14.1,27.1,20.6,14.1,66.6,69.7,12.8,97.15,14.1
Udonis Haslem_2014-2015,MIA,Regular,2014-2015,35,62,31,31,16,1.7,3.9,44.8,0,0.2,20,0.7,1,70.3,1.1,3,4.2,0.7,0.7,0.3,0.2,1.8,3,0,4.2,-2.5,97.4,104.5,-7.1,7.8,1.12,13,8.3,22.1,15.2,11.6,45.2,48.8,14.4,93.35,8.2
Vander Blue_2014-2015,LAL,Regular,2014-2015,22,2,0,2,36.9,4.5,15,30,1,5,20,1,2.5,40,1,3.5,4.5,4,3,1.5,0,2,0,0,11,-19,92.7,115.7,-23,17.8,1.33,17.3,2.4,12.3,6.3,13,33.3,34.2,20.5,101.76,2.6
Victor Claver_2014-2015,POR,Regular,2014-2015,26,10,6,4,7.6,0.9,2,45,0.6,1.1,54.5,0,0,0,0.3,1.7,2,0.1,0.4,0.1,0.1,1.2,0,0,2.4,2.1,105.3,90,15.3,1.9,0.25,4,4.3,25,14.5,16,60,60,15,94.2,7.1
Victor Oladipo_2014-2015,ORL,Regular,2014-2015,23,72,22,50,35.7,6.6,15.1,43.6,1.2,3.4,33.9,3.6,4.4,81.9,0.7,3.5,4.2,4.1,2.8,1.7,0.3,2.6,3,0,17.9,-4.2,101.1,106.8,-5.7,18.8,1.45,17.1,2.2,11.4,6.7,11.8,47.4,52.7,25.1,95.98,9.9
Vince Carter_2014-2015,MEM,Regular,2014-2015,38,66,45,21,16.5,2,6.2,33.3,1,3.5,29.7,0.7,0.9,78.9,0.4,1.6,2,1.2,0.7,0.7,0.2,1.5,0,0,5.8,0.5,99.7,100,-0.3,11,1.84,14.3,2.7,10.9,6.8,7.8,41.7,44.5,19.7,95.27,5.8
Wayne Ellington_2014-2015,LAL,Regular,2014-2015,27,65,18,47,25.8,3.9,9.5,41.2,1.4,3.7,37,0.8,1,81.3,0.5,2.8,3.2,1.6,0.8,0.5,0,1.2,1,0,10,-1.9,100.5,103.9,-3.4,10.1,2.1,13.1,2,11.7,6.7,6.2,48.5,50.4,18.6,95.79,8.3
Wesley Johnson_2014-2015,LAL,Regular,2014-2015,27,76,20,56,29.5,3.8,9.1,41.4,1.2,3.4,35.1,1.2,1.5,80.4,0.9,3.3,4.2,1.6,1.1,0.8,0.6,2.1,3,0,9.9,-4.1,102,108.8,-6.8,8.4,1.43,13,3.2,12.9,7.9,9.1,48,50.9,16.4,96.75,6.8
Wesley Matthews_2014-2015,POR,Regular,2014-2015,28,60,41,19,33.7,5.6,12.5,44.8,2.9,7.4,38.9,1.8,2.4,75.2,0.6,3.1,3.7,2.3,1.4,1.3,0.2,2.2,0,0,15.9,4.6,105.9,99.4,6.5,11,1.72,13.4,2.1,9.5,5.8,7.8,56.3,58.6,19.7,97.21,10
Will Barton_2014-2015,DEN,Regular,2014-2015,24,58,30,28,17,2.6,6.1,42.5,0.4,1.5,27.1,1.3,1.6,78.7,0.4,2.3,2.8,1.4,1.1,0.8,0.3,1.2,2,0,6.8,-0.5,98.5,100.8,-2.3,13.5,1.33,15.1,2.7,14.8,8.6,11.4,45.8,50.3,20.2,97.48,10.3
Will Bynum_2014-2015,WAS,Regular,2014-2015,32,7,4,3,9.5,1.4,4.4,32.3,0,1.3,0,0.3,0.6,50,0.3,0.6,0.9,2.6,1.1,0.1,0.1,1.3,0,0,3.1,-7.1,89.3,130.3,-41,48.6,2.25,30.6,3.3,7,5.1,13.6,32.3,33.6,27.2,93.26,2.8
Will Cherry_2014-2015,TOR,Regular,2014-2015,24,8,6,2,8.7,0.6,2.4,26.3,0.3,1.1,22.2,0.4,0.8,50,0.1,0.5,0.6,1,0.5,0.8,0.1,1.3,0,0,1.9,-0.9,102.6,106.3,-3.7,17.4,2,23.8,1.7,6.6,4.1,11.9,31.6,34.7,16.8,94.99,1.3
Willie Green_2014-2015,ORL,Regular,2014-2015,33,52,15,37,18.3,2.3,5.9,38.6,0.8,2.3,34.7,0.5,0.7,82.4,0.3,1.3,1.5,1.3,0.9,0.5,0.1,1.6,0,0,5.9,-1.7,94.7,99.3,-4.7,12.1,1.42,15.6,1.7,7.5,4.6,11,45.4,47.7,17.7,95.48,5.2
Wilson Chandler_2014-2015,DEN,Regular,2014-2015,28,78,28,50,31.7,5.4,12.5,42.9,1.8,5.2,34.2,1.4,1.8,77.5,1.2,4.9,6.1,1.7,1.4,0.7,0.4,3,8,0,13.9,-2.8,102.7,107.8,-5.1,8.6,1.22,10.5,4.1,17.4,10.5,8.6,50,52.3,20.1,98.47,8.7
Xavier Henry_2014-2015,LAL,Regular,2014-2015,24,9,1,8,9.5,0.3,1.4,23.1,0,0,0,1.6,2.7,58.3,0.2,0.2,0.4,0.3,0.3,0.3,0,0.7,0,0,2.2,1.6,111.8,103.9,8,4.8,1,10.1,2.4,3.1,2.7,10.1,23.1,42.4,13.9,92.58,0
Zach LaVine_2014-2015,MIN,Regular,2014-2015,20,77,15,62,24.7,3.7,8.8,42.2,0.7,2.2,34.1,1.9,2.3,84.2,0.4,2.4,2.8,3.6,2.5,0.7,0.1,2.1,4,0,10.1,-7,98,112.4,-14.5,25,1.43,22.6,1.6,11.6,6.5,15.8,46.5,51.5,22.4,96.53,7.9
Zach Randolph_2014-2015,MEM,Regular,2014-2015,33,71,51,20,32.4,6.4,13.1,48.7,0.1,0.3,35,3.2,4.2,76.5,3.2,7.4,10.5,2.2,2.2,1,0.2,2.5,38,0,16.1,4.8,106.1,99.9,6.3,11.1,0.98,11.2,11.5,25.9,18.8,11.4,49.1,53.8,24.2,93.65,14.3
Zaza Pachulia_2014-2015,MIL,Regular,2014-2015,31,73,34,39,23.7,3.3,7.2,45.4,0,0,0,1.7,2.2,78.8,2.7,4.2,6.8,2.4,1.8,1.1,0.3,2.3,15,0,8.3,3.6,103.9,97,6.9,15.5,1.34,19.6,13.3,20.6,16.9,14.6,45.4,50.6,18.9,96.21,11.2
Zoran Dragic_2014-2015,MIA,Regular,2014-2015,26,16,6,10,4.7,0.7,1.9,36.7,0.2,0.9,21.4,0.2,0.3,60,0.3,0.2,0.5,0.3,0.3,0.1,0,0.4,0,0,1.8,-0.9,93.8,109.1,-15.3,11.6,1,11.8,7.2,4.5,5.9,11.8,41.7,43.5,21.7,96.15,3.3
Aaron Brooks_2015-2016,CHI,Regular,2015-2016,31,69,36,33,16,2.7,6.8,40.1,1,2.7,35.7,0.7,0.9,76.6,0.3,1.2,1.5,2.6,1.2,0.4,0.1,1.9,0,0,7.1,-0.1,102.1,103.5,-1.4,26.5,2.2,23.7,2,7.8,4.9,10.8,47.1,49.4,23.1,97.22,7.3
Aaron Gordon_2015-2016,ORL,Regular,2015-2016,20,78,32,46,24,3.5,7.4,47.3,0.5,1.8,29.6,1.7,2.5,66.8,2,4.5,6.5,1.6,0.8,0.8,0.7,2,12,0,9.2,-1,102.9,104.2,-1.3,10.3,1.94,14.9,8.9,21,14.9,7.7,50.9,54.1,17.1,98.87,11.3
Aaron Harrison_2015-2016,CHA,Regular,2015-2016,21,21,15,6,4,0.2,0.9,26.3,0.1,0.5,30,0.2,0.6,41.7,0.2,0.5,0.7,0.1,0.2,0.3,0,0.5,0,0,0.9,-0.3,100.9,98.7,2.2,3.3,0.5,6.6,4.7,13.3,8.9,13.2,34.2,37.1,13.8,102.89,1.3
Adreian Payne_2015-2016,MIN,Regular,2015-2016,25,52,18,34,9,1,2.8,36.6,0.2,0.6,28.1,0.3,0.5,65.4,0.4,1.8,2.1,0.6,0.7,0.3,0.2,1.5,0,0,2.5,-2.3,100.7,111.5,-10.8,9.3,0.81,13.1,4.9,22,13.5,16.3,39.7,42.2,18,96.48,3.9
Al Horford_2015-2016,ATL,Regular,2015-2016,30,82,48,34,32,6.5,12.8,50.5,1.1,3.1,34.4,1.3,1.6,79.8,1.8,5.5,7.3,3.2,1.3,0.8,1.5,2,17,0,15.2,2.8,103.1,98.2,4.9,16.5,2.46,17.8,6.2,18,12.2,7.3,54.7,56.5,20.6,99.75,13.7
Al Jefferson_2015-2016,CHA,Regular,2015-2016,31,47,33,14,23,5.2,10.7,48.5,0,0,0,1.5,2.4,64.9,1.2,5.2,6.4,1.5,0.7,0.6,0.9,2.5,7,0,12,1,103.4,99.7,3.7,11.4,2.06,10.6,5.6,24.4,14.8,5.2,48.5,50.7,24.5,97.68,12.4
Al-Farouq Aminu_2015-2016,POR,Regular,2015-2016,25,82,44,38,29,3.6,8.8,41.6,1.5,4.3,36.1,1.4,1.9,73.7,1.2,4.9,6.1,1.7,1.5,0.9,0.6,2.1,8,0,10.2,0.7,107.7,106.2,1.5,8.7,1.15,13.2,4.5,18.5,11.5,11.5,50.3,53.3,16.9,99.01,8.8
Alan Anderson_2015-2016,WAS,Regular,2015-2016,33,13,8,5,15,1.6,4.5,35.6,0.9,2.8,32.4,0.8,1.2,73.3,0.1,2,2.1,1.1,0.2,0.3,0.1,1.9,0,0,5,2.3,103.6,98.2,5.4,11.2,7,17.2,0.6,14.9,7.8,2.5,45.8,49.5,15.7,100.19,6.6
Alan Williams_2015-2016,PHX,Regular,2015-2016,23,10,3,7,7,1,2.4,41.7,0,0,0,0.9,1.4,64.3,1.4,2.4,3.8,0.5,0.6,0.4,0.5,1.5,1,0,2.9,0.1,109.6,109.8,-0.2,9.6,0.83,12.1,18.4,38.7,27.5,14.6,41.7,48.1,20.1,107.52,11
Alec Burks_2015-2016,UTA,Regular,2015-2016,24,31,13,18,26,4.4,10.8,41,1,2.5,40.5,3.4,4.5,75.2,0.5,3,3.5,2,1.6,0.6,0.1,2.3,0,0,13.3,-0.4,100.7,102.7,-2,14,1.24,12.4,2.3,13.9,7.9,10,45.8,52,25.1,95.52,9.9
Alex Len_2015-2016,PHX,Regular,2015-2016,23,78,23,55,23,3.4,8,42.3,0,0.1,14.3,2.2,3.1,72.8,2.3,5.3,7.6,1.2,1.9,0.5,0.8,2.9,19,0,9,-3.7,97.4,105.2,-7.8,8.7,0.67,10,10.3,24.8,17.4,14.9,42.4,48.2,20.4,100.34,9.1
Alex Stepheson_2015-2016,MEM,Regular,2015-2016,28,8,2,6,9,1.1,3.4,33.3,0,0,0,0.5,1.5,33.3,2.4,1.1,3.5,0.3,0,0.1,0.6,1.5,1,0,2.8,-0.3,91.4,95.2,-3.8,5.3,0,5.8,20.2,12.2,16.7,0,33.3,34.1,17,99.8,3.8
Alexis Ajinca_2015-2016,NOP,Regular,2015-2016,28,59,20,39,15,2.5,5.3,47.6,0,0,0,0.9,1.1,83.9,1.3,3.3,4.6,0.5,0.9,0.3,0.6,2.3,4,0,6,-1.1,99.6,102.6,-3,5.9,0.57,7.3,9.4,25.7,17.3,12.6,47.6,51.4,20.6,98.04,9.5
Allen Crabbe_2015-2016,POR,Regular,2015-2016,24,81,43,38,26,3.8,8.4,45.9,1.4,3.5,39.3,1.2,1.4,86.7,0.3,2.3,2.7,1.2,0.8,0.8,0.2,2.4,0,0,10.3,0.5,106.2,106.1,0.1,7.2,1.55,11.1,1.4,9.7,5.5,7.2,54.1,57.2,16.3,98.9,7.5
Alonzo Gee_2015-2016,NOP,Regular,2015-2016,29,73,27,46,22,1.8,3.5,51.8,0.2,0.8,28.3,0.6,0.9,66.7,0.8,2.5,3.4,1,0.8,0.9,0.2,2.3,0,0,4.5,-2.7,100.1,104.1,-4,6.3,1.31,17.5,3.9,12.6,8.1,13.4,55.1,57.2,9.2,99.61,5.3
Amare Stoudemire_2015-2016,MIA,Regular,2015-2016,33,52,30,22,15,2.4,4.3,56.6,0,0,0,1,1.3,74.6,1.3,3,4.3,0.5,0.9,0.3,0.8,1.8,2,0,5.8,0.2,104.2,102.4,1.8,5.4,0.57,8.3,10.1,22.9,16.7,14.5,56.6,59.9,18,95.46,10.9
Amir Johnson_2015-2016,BOS,Regular,2015-2016,29,79,45,34,23,3.2,5.4,58.5,0.1,0.5,23.3,0.9,1.5,57,2.3,4.1,6.4,1.7,1.2,0.7,1.1,2.7,8,0,7.3,1.7,105.9,101.3,4.6,11,1.47,19.4,10.4,19.4,14.9,13.2,59.6,60.2,13.7,100.21,10.3
Anderson Varejao_2015-2016,GSW,Regular,2015-2016,33,53,41,12,9,1,2.3,42.7,0,0,0,0.6,0.9,64,0.7,2,2.7,0.7,0.4,0.3,0.2,1.3,0,0,2.6,0.4,102.2,102.6,-0.5,10.2,1.59,17.2,7.9,23,15.3,10.8,42.7,47.3,14.7,98.15,8
Andre Drummond_2015-2016,DET,Regular,2015-2016,22,81,43,38,33,6.8,13.1,52.1,0,0.1,33.3,2.6,7.2,35.5,4.9,9.9,14.8,0.8,1.9,1.5,1.4,3,66,0,16.2,1.6,104.3,102.3,2,4.2,0.43,4.4,15.3,34.3,24.4,10.1,52.2,49.9,24,97.45,14
Andre Iguodala_2015-2016,GSW,Regular,2015-2016,32,65,59,6,27,2.7,5.7,47.8,0.8,2.4,35.1,0.8,1.3,61.4,0.8,3.2,4,3.4,1.2,1.1,0.3,1.6,1,0,7,7,113.5,99.2,14.4,16.5,2.77,31.2,3.4,12.7,8.3,11.2,55.2,56.5,12,101.79,8.9
Andre Miller_2015-2016,SAS,Regular,2015-2016,40,39,20,19,12,1.5,2.7,55.7,0.1,0.2,25,0.6,0.8,75,0.3,1,1.3,2.2,0.9,0.4,0,1.2,0,0,3.7,0.8,111,105.9,5.1,27.6,2.35,35.6,3.6,10.1,7.1,15.2,56.6,60,16.2,91.45,9.6
Andre Roberson_2015-2016,OKC,Regular,2015-2016,24,70,48,22,22,1.9,3.9,49.6,0.5,1.5,31.1,0.5,0.8,61.1,1.1,2.5,3.6,0.7,0.5,0.8,0.6,1.9,0,0,4.8,3.7,110.1,100.8,9.4,3.9,1.34,12.4,6,11.3,8.8,9.2,55.5,56.6,9.3,98.84,5.8
Andrea Bargnani_2015-2016,BKN,Regular,2015-2016,30,46,11,35,14,2.8,6.1,45.5,0.1,0.3,18.8,1,1.2,82.5,0.6,1.5,2.1,0.4,0.6,0.1,0.2,1.3,0,0,6.6,-4.2,95.6,111.2,-15.7,5.1,0.69,5.2,4.7,13.5,8.8,7.5,46.1,50,23.4,96.68,7.3
Andrew Bogut_2015-2016,GSW,Regular,2015-2016,31,70,62,8,21,2.5,4,62.7,0,0,100,0.3,0.7,48,1.7,5.3,7,2.3,1.2,0.5,1.6,3.2,5,0,5.4,5.7,111.4,97.2,14.2,14.5,1.95,29.7,9.4,25.2,17.8,15.2,62.9,62.3,11.6,101.07,10.6
Andrew Goudelock_2015-2016,HOU,Regular,2015-2016,27,8,5,3,6,1.1,2.5,45,0.1,1.1,11.1,0.4,0.5,75,0.1,0.1,0.3,0.5,0.9,0.8,0.3,0.5,0,0,2.8,1.3,108,94.4,13.6,11.8,0.57,12.2,2.4,1.5,1.8,21.4,47.5,50.6,24.3,105.1,7.4
Andrew Nicholson_2015-2016,ORL,Regular,2015-2016,26,56,22,34,15,2.6,5.5,47.1,0.7,2,36,0.9,1.2,78.5,0.6,3,3.6,0.4,0.7,0.2,0.4,1.2,0,0,6.9,0.6,99.8,98.6,1.2,5,0.61,6.2,4.5,21.6,13.2,10.1,53.7,56.7,20.9,96.81,11.9
Andrew Wiggins_2015-2016,MIN,Regular,2015-2016,21,81,29,52,35,7.3,16,45.9,0.7,2.3,30,5.3,7,76.1,1.3,2.3,3.6,2,2.2,1,0.6,2,1,0,20.7,-0.8,105.7,106.6,-1,9.8,0.9,8.7,4.3,7.4,5.9,9.6,48.1,54.3,26.9,98.16,9.4
Anthony Bennett_2015-2016,TOR,Regular,2015-2016,23,19,12,7,4,0.4,1.4,29.6,0.2,0.7,21.4,0.5,0.5,90,0.3,0.9,1.2,0,0.2,0.3,0,0.4,0,0,1.5,-1.6,101.8,114.3,-12.5,0,0,0,6.4,29.3,15.1,11.3,35.2,44.6,18.1,97.98,6.3
Anthony Brown_2015-2016,LAL,Regular,2015-2016,23,29,4,25,21,1.3,4.3,31,0.7,2.4,28.6,0.6,0.7,85,0.3,2.1,2.4,0.7,0.5,0.5,0.2,1.2,0,0,4,-1.2,98.8,103.1,-4.3,4.8,1.27,11.3,1.5,11.6,6.2,8.9,38.9,42.7,11,97.53,3.7
Anthony Davis_2015-2016,NOP,Regular,2015-2016,23,61,24,37,36,9.2,18.6,49.3,0.6,1.8,32.4,5.3,7,75.8,2.1,8.1,10.3,1.9,2,1.3,2,2.4,36,0,24.3,-3.3,102.6,107.3,-4.7,10,0.96,7.4,6.4,26.2,16,7.7,50.8,55.9,29.6,99.13,16.5
Anthony Morrow_2015-2016,OKC,Regular,2015-2016,30,68,46,22,14,2,4.9,40.8,1.2,3,38.7,0.4,0.6,74.4,0.1,0.8,0.9,0.4,0.3,0.3,0.1,0.9,0,0,5.6,1.6,109.7,105.7,4,3.7,1.41,6.1,1.3,6,3.8,4.3,52.7,54.3,17.1,98.93,5.7
Anthony Tolliver_2015-2016,DET,Regular,2015-2016,31,72,36,36,19,1.8,4.6,38.6,1.4,3.8,36,0.4,0.7,61.7,0.5,2.6,3.2,0.7,0.4,0.4,0.2,1.2,0,0,5.3,0.1,101.7,102.4,-0.7,5.8,1.86,12,3,15.9,9.2,6.5,53.3,54.3,12.6,96.34,7.6
Archie Goodwin_2015-2016,PHX,Regular,2015-2016,21,57,14,43,20,3.1,7.4,41.7,0.4,1.7,23.2,2.3,3.4,67.4,0.5,2,2.5,2.1,1.8,0.5,0.2,1.5,1,0,8.9,-3.7,100.7,111.6,-11,17.4,1.18,16.3,2.6,11.4,6.9,13.8,44.4,49.8,23.1,100.91,7.2
Aron Baynes_2015-2016,DET,Regular,2015-2016,29,81,43,38,15,2.4,4.7,50.5,0,0,0,1.6,2,76.4,1.7,3,4.7,0.6,0.8,0.3,0.6,1.9,1,0,6.3,-0.7,100.9,105.6,-4.7,7,0.76,8.9,12.2,22.3,17.2,11.7,50.5,56.3,18.7,96.99,11.2
Arron Afflalo_2015-2016,NYK,Regular,2015-2016,30,71,27,44,33,5,11.3,44.3,1.3,3.4,38.2,1.5,1.8,84,0.3,3.4,3.7,2,1.2,0.4,0.1,2,1,0,12.8,-2.1,103.1,106.3,-3.2,9.7,1.76,13.3,1.1,10.9,6.1,7.6,50,53.1,18.1,94.97,7.6
Austin Rivers_2015-2016,LAC,Regular,2015-2016,23,67,42,25,22,3.4,7.7,43.8,0.9,2.8,33.5,1.2,1.7,68.1,0.3,1.6,1.9,1.5,0.9,0.7,0.1,2,0,0,8.9,-2.4,101.1,103.3,-2.1,11.6,1.62,13.6,1.6,8,4.8,8.4,49.8,52.3,19.5,98.41,6.9
Avery Bradley_2015-2016,BOS,Regular,2015-2016,25,76,45,31,33,6,13.4,44.7,1.9,5.4,36.1,1.3,1.6,78,0.6,2.3,2.9,2.1,1.4,1.5,0.3,2.2,0,0,15.2,2.8,107,102.9,4.2,9.5,1.45,11.8,2,7.3,4.6,8.1,52,53.8,20,100.77,8.2
Axel Toupane_2015-2016,DEN,Regular,2015-2016,23,21,9,12,15,1.2,3.3,35.7,0.6,1.9,32.5,0.6,0.8,76.5,0.4,1.1,1.5,0.7,0.3,0.3,0.3,1.9,0,0,3.6,-0.8,107.6,109.7,-2.1,6.8,2.5,15.2,3.2,8.7,6,6.1,45,49,12.5,97.04,2.9
Ben McLemore_2015-2016,SAC,Regular,2015-2016,23,68,28,40,21,2.9,6.7,42.9,1,2.7,36.2,1.1,1.5,71.8,0.5,1.7,2.2,1.2,1.5,0.8,0.1,2.1,0,0,7.8,0.3,104.7,105.4,-0.6,7.6,0.8,11.6,2.6,8.3,5.5,14.6,50.2,53.1,17.4,103.34,4.8
Beno Udrih_2015-2016,MIA,Regular,2015-2016,33,44,26,18,16,2,4.5,43.4,0.3,1,34.1,0.4,0.5,90,0.2,1.5,1.6,2.6,1.2,0.3,0,1.2,1,0,4.7,-0.5,100.9,102.1,-1.3,25.6,2.19,30.9,1.3,10.1,5.8,14.1,47.2,49.6,17.2,94.74,7.7
Bismack Biyombo_2015-2016,TOR,Regular,2015-2016,23,82,56,26,22,1.9,3.5,54.2,0,0,0,1.7,2.8,62.8,2.2,5.8,8,0.4,0.9,0.2,1.6,2.7,9,0,5.5,1,104.4,100.6,3.8,2.5,0.41,5.9,11.5,28.1,20,14.6,54.2,58.6,11.7,94.65,10.5
Blake Griffin_2015-2016,LAC,Regular,2015-2016,27,35,22,13,33,8.6,17.2,49.9,0.2,0.5,33.3,4,5.5,72.7,1.5,6.9,8.4,4.9,2.4,0.8,0.5,2.7,13,0,21.4,5.2,108,100,7.9,25.8,2.05,18.1,4.8,22.1,13.6,8.8,50.4,54.4,29.2,99.04,17.1
Boban Marjanovic_2015-2016,SAS,Regular,2015-2016,27,54,47,7,9,1.9,3.2,60.3,0,0,0,1.6,2.1,76.3,1.4,2.2,3.6,0.4,0.5,0.2,0.4,1,3,0,5.5,1,109.6,103,6.6,7.2,0.72,7.7,16.6,27.5,22.1,10.6,60.3,66.2,22.9,93.48,18.1
Bobby Portis_2015-2016,CHI,Regular,2015-2016,21,62,29,33,18,3,7,42.7,0.3,0.8,30.8,0.8,1.1,72.7,2,3.5,5.4,0.8,0.9,0.4,0.4,1.6,6,0,7,-2.9,100.6,108.6,-7.9,7.6,0.96,9.1,11.4,21,16,9.5,44.5,46.9,20.7,97.15,9.3
Bojan Bogdanovic_2015-2016,BKN,Regular,2015-2016,27,79,21,58,27,4.1,9.5,43.3,1.6,4.3,38.2,1.4,1.7,83.3,0.5,2.8,3.2,1.3,1.5,0.4,0.1,1.5,1,0,11.2,-4.9,100.6,109.4,-8.8,7.3,0.86,9.7,1.9,11.8,6.8,11.3,51.9,55,19.4,97.47,7.2
Boris Diaw_2015-2016,SAS,Regular,2015-2016,34,76,64,12,18,2.7,5,52.7,0.3,0.9,36.2,0.7,1,73.7,0.8,2.3,3.1,2.3,1.3,0.3,0.3,1.3,0,0,6.4,3.8,107.4,96.6,10.8,18.2,1.81,25.5,4.9,13.9,9.5,14.1,56,58.2,16.8,97.49,9.9
Bradley Beal_2015-2016,WAS,Regular,2015-2016,23,55,28,27,31,6.5,14.5,44.9,1.9,4.9,38.7,2.5,3.2,76.7,0.7,2.7,3.4,2.9,2,1,0.2,2.1,0,0,17.4,-0.4,103.6,105.2,-1.6,15.3,1.45,14.1,2.7,9.9,6.2,9.7,51.5,54.7,25,101.02,9.9
Brandan Wright_2015-2016,MEM,Regular,2015-2016,28,12,6,6,18,2.9,4.3,67.3,0,0,0,1.1,2,54.2,1.2,2.4,3.6,0.5,0.8,0.4,1.3,1.8,0,0,6.9,-4.8,100,113.1,-13.1,5,0.6,7.6,7.3,14.8,11.1,12.7,67.3,66.3,15.6,95.64,10.6
Branden Dawson_2015-2016,LAC,Regular,2015-2016,23,6,5,1,5,0.3,0.8,40,0,0,0,0.2,0.2,100,0.3,0.3,0.7,0,0,0,0.2,0.3,0,0,0.8,-2.5,98,122.6,-24.6,0,0,0,11.1,6.7,8.3,0,40,46,9.2,92.59,3
Brandon Bass_2015-2016,LAL,Regular,2015-2016,31,66,16,50,20,2.6,4.8,54.9,0,0,0,1.9,2.2,84.5,1.6,2.7,4.3,1.1,0.6,0.5,0.8,1.9,0,0,7.2,0,104.3,106.9,-2.6,8.8,1.76,14.9,8.5,15.3,11.8,8.4,54.9,61.9,13.8,98.08,10.5
Brandon Jennings_2015-2016,ORL,Regular,2015-2016,26,48,20,28,18,2.3,6.3,36.8,1.1,3.2,32.9,1.2,1.6,73.1,0.3,1.7,2,3.5,1.2,0.6,0.1,1.2,1,0,6.9,0.3,103.7,103.3,0.4,29.8,2.98,30.1,2,10.3,6,10.1,45.2,49.1,19.8,99.62,9.5
Brandon Knight_2015-2016,PHX,Regular,2015-2016,24,52,16,36,36,7.1,17.2,41.5,2.3,6.8,34.2,3,3.5,85.2,0.7,3.2,3.9,5.1,3.4,1.2,0.4,2.4,4,1,19.6,-4,100.7,107.5,-6.8,23.4,1.49,18.6,2.1,9.9,5.9,12.5,48.2,52.2,26.3,100.71,10.1
Brandon Rush_2015-2016,GSW,Regular,2015-2016,30,72,63,9,15,1.5,3.6,42.7,0.9,2.2,41.4,0.3,0.4,64.3,0.3,2.2,2.5,0.8,0.5,0.3,0.3,0.8,0,0,4.2,-0.5,108.9,108.7,0.2,7.2,1.73,15.7,2.3,15.4,9.3,9.1,55.2,56,12.8,100.87,7.1
Brian Roberts_2015-2016,POR,Regular,2015-2016,30,51,26,25,9,1.5,3.2,44.8,0.3,0.8,35.7,0.8,0.9,89.4,0.1,0.7,0.8,1.1,0.5,0.2,0,0.7,0,0,4,-1.2,99.3,105.4,-6.2,20.5,2.35,20.6,1.3,8.6,4.7,8.8,49.4,55.2,19.6,98.19,9.7
Briante Weber_2015-2016,MIA,Regular,2015-2016,23,7,3,4,24,2,5.6,35.9,0,0.7,0,0.4,0.6,75,1.1,2.4,3.6,3,1.3,1.3,0.4,1.7,0,0,4.4,-9.6,96.4,118.8,-22.5,17.5,2.33,29.7,4,12.7,7.5,12.7,35.9,38,11.8,96.55,5.9
Brook Lopez_2015-2016,BKN,Regular,2015-2016,28,73,21,52,34,8.1,15.8,51.1,0,0.2,14.3,4.3,5.5,78.7,2.8,5.1,7.8,2,2.4,0.8,1.7,2.9,26,0,20.6,-1.7,102.6,106.3,-3.7,10.6,0.83,8.8,9.4,16.7,13.1,10.6,51.2,56.2,27.6,96.53,12.7
Bruno Caboclo_2015-2016,TOR,Regular,2015-2016,20,6,6,0,7,0.2,2,8.3,0.2,1.2,14.3,0,0,0,0.2,0.2,0.3,0.2,0.7,0.3,0.2,0.3,0,0,0.5,-1.3,92.2,94.7,-2.5,3.3,0.25,5.9,2.2,2.4,2.3,23.5,12.5,12.5,16.4,98.65,-5.6
Bryce Cotton_2015-2016,MEM,Regular,2015-2016,23,8,1,7,5,0.5,1.3,40,0,0.4,0,0,0,0,0,0,0,0.4,0.6,0.4,0,0.3,0,0,1,-3,104,135,-31,13.6,0.6,16.7,0,0,0,27.8,40,40,17.9,93.23,0.7
