Player,TEAM,TYPE,SEASON,AGE,GP,W,L,MIN,FGM,FGA,FGP,3PM,3PA,3PP,FTM,FTA,FTP,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,PTS,Plus_Minus,OffRtg,DefRtg,NetRtg,ASTP,AST/TO,AST Ratio,OREBP,DREBP,REBP,TO Ratio,eFGP,TSP,USGP,PACE,PIE
Metta World Peace_2015-2016,LAL,Regular,2015-2016,36,35,6,29,17,1.6,5.1,31.1,0.7,2.4,31,1.1,1.6,70.2,0.5,2,2.5,0.8,0.4,0.6,0.3,1.9,0,0,5,-1.8,96.5,102.5,-6,7.8,1.8,11.1,3.3,12.5,7.8,6.1,38.4,43.5,16.5,94.94,4.7
Meyers Leonard_2015-2016,POR,Regular,2015-2016,24,61,33,28,22,3.2,7.1,44.8,1.4,3.7,37.7,0.6,0.8,76.1,0.8,4.3,5.1,1.5,1.3,0.1,0.3,3,4,0,8.4,1.6,107.3,106.4,1,10.3,1.19,14.7,4.2,21.3,12.8,12.3,54.7,56.1,17.6,97.36,8.2
Michael Beasley_2015-2016,HOU,Regular,2015-2016,27,20,10,10,18,5.4,10.3,52.2,0.2,0.5,33.3,1.9,2.5,77.6,1.5,3.5,4.9,0.8,1.2,0.6,0.5,2,1,0,12.8,-3.4,101.2,109.6,-8.4,8.6,0.67,6,8.4,19.8,14.1,9,52.9,56.3,29,101.03,14.8
Michael Carter-Williams_2015-2016,MIL,Regular,2015-2016,24,54,21,33,31,4.6,10.3,45.2,0.3,1,27.3,2,3,66.3,0.9,4.2,5.1,5.2,2.8,1.5,0.8,3,6,0,11.5,-2.4,102,105.3,-3.3,26.4,1.84,26.5,3.3,15.4,9.4,14.4,46.6,49.8,21,97.43,9.9
Michael Kidd-Gilchrist_2015-2016,CHA,Regular,2015-2016,22,7,5,2,29,4.7,8.7,54.1,0.4,1,42.9,2.9,4.1,69,1.7,4.7,6.4,1.3,1.1,0.4,0.4,1.3,2,0,12.7,8.3,110.2,95,15.2,6.9,1.13,9.9,6.5,16,11.5,8.8,56.6,60.3,17.9,96.93,11.2
Mike Conley_2015-2016,MEM,Regular,2015-2016,28,56,33,23,31,5.3,12.4,42.2,1.4,3.8,36.3,3.4,4.1,83.4,0.5,2.5,2.9,6.1,1.5,1.2,0.3,1.8,4,0,15.3,1.1,105.1,103.4,1.6,32.4,4.07,28,1.7,9.3,5.4,6.9,47.8,53.8,23.1,94.48,12.9
Mike Dunleavy_2015-2016,CHI,Regular,2015-2016,35,31,13,18,23,2.5,6.1,41,1.3,3.2,39.4,0.9,1.2,78.4,0.3,2.4,2.7,1.3,0.8,0.5,0.3,2.1,0,0,7.2,-2.1,105.5,111.2,-5.7,7.6,1.5,14.5,1.2,11.6,6.4,9.7,51.3,54.3,14.4,97.68,5.2
Mike Miller_2015-2016,DEN,Regular,2015-2016,36,47,21,26,8,0.5,1.3,35.5,0.4,1.1,36.5,0,0,0,0.1,1,1.1,0.9,0.4,0.3,0.1,1.1,0,0,1.3,-1.9,96.1,110.4,-14.2,15.9,2.35,33.6,1.6,14,7.5,14.3,50.8,50.8,9.2,98.54,4.5
Mike Muscala_2015-2016,ATL,Regular,2015-2016,24,60,34,26,9,1.3,2.5,50,0.2,0.7,30.8,0.5,0.7,79.5,0.6,1.3,2,0.6,0.5,0.2,0.5,1.2,0,0,3.3,-0.6,99.8,102,-2.2,9.9,1.26,14.8,7.5,15.7,11.6,11.7,53.9,57.6,15.8,97.13,8.4
Mike Scott_2015-2016,ATL,Regular,2015-2016,27,75,46,29,15,2.3,5,46.8,0.8,2.1,39.2,0.7,0.8,79.4,0.7,2,2.7,1,0.6,0.3,0.2,1.4,0,0,6.2,1.5,100.4,95.3,5.1,10.6,1.86,14.9,5.2,14.4,9.9,8,55.1,57.5,17.6,98.91,10
Miles Plumlee_2015-2016,MIL,Regular,2015-2016,27,61,23,38,14,2.3,3.8,60.1,0,0,0,0.6,1,57.6,1.5,2.3,3.8,0.3,0.7,0.3,0.8,1.2,0,0,5.1,-1.6,98.6,103.1,-4.5,3,0.4,5.1,12.1,17.4,14.8,12.7,60.1,60.6,15.4,96.77,10.9
Mirza Teletovic_2015-2016,PHX,Regular,2015-2016,30,79,23,56,21,4.2,9.8,42.7,2.3,5.8,39.3,1.5,2,77.4,0.7,3.1,3.8,1.1,1.1,0.4,0.3,2,2,0,12.2,-2.1,103.1,108.9,-5.8,8.8,1.06,8.7,3.5,16.4,9.8,8.2,54.4,57.1,23.3,102.01,10.5
Mitch McGary_2015-2016,OKC,Regular,2015-2016,24,20,17,3,4,0.6,1.2,47.8,0,0.2,0,0.2,0.5,40,0.2,0.7,0.9,0.2,0.4,0.1,0.1,0.5,0,0,1.3,-2.5,90.6,122.8,-32.2,7.1,0.43,8,6.8,22.2,14.8,18.7,47.8,47.4,20.8,102.8,4.6
Mo Williams_2015-2016,CLE,Regular,2015-2016,33,41,27,14,18,3.2,7.4,43.7,0.9,2.5,35.3,0.9,1,90.5,0.1,1.6,1.8,2.4,1.4,0.3,0.1,1.5,0,0,8.2,-1.2,98,103,-5,23.1,1.72,20.6,0.9,9.9,5.4,12,49.7,52.7,22.7,95.63,9.4
Monta Ellis_2015-2016,IND,Regular,2015-2016,30,81,44,37,34,5.4,12.6,42.7,1.1,3.5,30.9,2,2.5,78.6,0.5,2.8,3.3,4.7,2.5,1.9,0.5,2.1,1,0,13.8,1.3,102.6,100.1,2.5,22.2,1.89,22.6,1.7,9.1,5.4,12,47,50.4,21,100.05,9.6
Montrezl Harrell_2015-2016,HOU,Regular,2015-2016,22,39,17,22,10,1.5,2.3,64.4,0,0,0,0.6,1.2,52.2,0.6,1,1.7,0.4,0.4,0.3,0.3,1.2,0,0,3.6,1,107.8,102.7,5,6.7,1,11.8,7.6,10.8,9.3,11.8,64.4,63.5,14.4,101.43,7.8
Myles Turner_2015-2016,IND,Regular,2015-2016,20,60,32,28,23,4.4,8.8,49.8,0.1,0.2,21.4,1.5,2,72.7,1.1,4.4,5.5,0.7,1.1,0.4,1.4,2.6,4,0,10.3,-1.2,99.3,100.6,-1.3,5,0.61,5.9,5.4,20.7,13.1,9.7,50.1,53.1,21.1,100.24,10.5
Nate Robinson_2015-2016,NOP,Regular,2015-2016,32,2,0,2,12,0,0.5,0,0,0.5,0,0,0,0,0,0,0,2,0,0.5,0,2.5,0,0,0,-10,72.1,115.4,-43.4,28.6,0,80,0,0,0,0,0,0,1.9,101.45,-1.6
Nazr Mohammed_2015-2016,OKC,Regular,2015-2016,38,5,5,0,4,0.6,1,60,0,0,0,0.4,0.4,100,0.2,0.6,0.8,0,0.6,0,0,0.8,0,0,1.6,-0.6,75.5,84.9,-9.5,0,0,0,5.6,15.8,10.8,33.8,60,68,20.6,100.05,5.1
Nemanja Bjelica_2015-2016,MIN,Regular,2015-2016,28,60,20,40,18,1.8,3.9,46.8,0.8,2.1,38.4,0.7,0.9,72.7,0.8,2.7,3.5,1.4,0.8,0.4,0.4,2.6,3,0,5.1,-2.1,102.1,107.3,-5.2,11.5,1.74,21.1,5.4,17.8,11.6,12.1,57,59.4,12.7,98.37,7.3
Nene_2015-2016,WAS,Regular,2015-2016,33,57,28,29,19,3.7,6.7,54.4,0,0.1,0,1.9,3.2,57.8,0.9,3.6,4.5,1.7,1.3,0.9,0.5,2.7,1,0,9.2,0.6,103.8,101.4,2.4,14.5,1.28,15.2,5.4,22.7,13.9,11.9,54.4,56.4,22.3,100.75,11.3
Nerlens Noel_2015-2016,PHI,Regular,2015-2016,22,67,10,57,29,4.6,8.8,52.1,0,0,50,2,3.4,59,2.3,5.8,8.1,1.8,2.4,1.8,1.5,2.9,16,0,11.1,-6.9,94.6,105.6,-11,10.7,0.77,12.6,8.5,22,15.1,16.3,52.2,54.4,18.9,99.92,11.3
Nick Collison_2015-2016,OKC,Regular,2015-2016,35,59,39,20,12,0.8,1.8,45.9,0,0,0,0.4,0.6,69.7,1.2,1.7,2.9,0.9,0.8,0.3,0.3,1.8,0,0,2.1,0.4,103.5,100.4,3.1,10.3,1.04,23.1,10.7,16.1,13.4,22.2,45.9,49.8,10.7,97.05,4.8
Nick Young_2015-2016,LAL,Regular,2015-2016,31,54,13,41,19,2.3,6.9,33.9,1.4,4.4,32.5,1.2,1.4,82.9,0.3,1.5,1.8,0.6,0.6,0.4,0.1,0.9,0,0,7.3,-3.7,97.7,108.5,-10.8,5.8,1.13,7.2,1.5,9.2,5.2,6.4,44.2,48.3,18.8,96.68,5.8
Nicolas Batum_2015-2016,CHA,Regular,2015-2016,27,70,41,29,35,5.3,12.5,42.6,2,5.7,34.8,2.3,2.7,84.9,0.8,5.3,6.1,5.8,2.9,0.9,0.6,1.6,11,2,14.9,3,106.9,102.1,4.8,26.2,1.97,25.7,2.5,16.6,9.6,13.1,50.6,54.6,21.5,97.83,11.6
Nik Stauskas_2015-2016,PHI,Regular,2015-2016,22,73,8,65,25,2.9,7.5,38.5,1.5,4.5,32.6,1.2,1.6,77.1,0.3,2.2,2.5,1.9,1.3,0.6,0.3,1.6,0,0,8.5,-5.5,95.7,107.4,-11.7,11.9,1.47,16.6,1.3,10.1,5.5,11.3,48.3,51.7,16.6,100.78,6.2
Nikola Jokic_2015-2016,DEN,Regular,2015-2016,21,80,31,49,22,3.8,7.5,51.2,0.4,1.1,33.3,1.9,2.4,81.1,2.3,4.7,7,2.4,1.3,1,0.6,2.6,16,0,10,1.2,104.2,102.9,1.2,17.6,1.82,19.4,11.3,24.8,17.9,10.6,53.5,58.2,19.8,97.2,14.5
Nikola Mirotic_2015-2016,CHI,Regular,2015-2016,25,66,37,29,25,3.8,9.2,40.7,2,5.2,39,2.2,2.7,80.7,0.9,4.6,5.5,1.5,1.5,0.9,0.7,2.3,5,0,11.8,0.6,104.6,104.4,0.2,9.5,0.98,11.2,3.9,19.7,11.9,11.5,51.8,56.4,21.1,98.72,10.3
Nikola Pekovic_2015-2016,MIN,Regular,2015-2016,30,12,2,10,13,1.6,4.2,38,0,0,0,1.3,1.7,80,0.6,1.2,1.8,0.9,0.8,0.1,0,1.8,0,0,4.5,-5.3,96.8,115,-18.3,13.1,1.22,14,5.3,11.8,8.4,11.4,38,45.9,20.8,92.26,3.3
Nikola Vucevic_2015-2016,ORL,Regular,2015-2016,25,65,28,37,31,8.2,16.1,51,0,0.1,22.2,1.7,2.3,75.3,2.7,6.2,8.9,2.8,1.9,0.8,1.1,2.7,29,0,18.2,-0.7,103.3,105.5,-2.2,15.4,1.46,12.7,9.2,22.3,15.6,8.7,51.1,53.1,26.7,97.75,14
Noah Vonleh_2015-2016,POR,Regular,2015-2016,20,78,41,37,15,1.5,3.6,42.1,0.1,0.6,23.9,0.5,0.7,74.5,1.2,2.7,3.9,0.4,0.6,0.3,0.3,1.9,0,0,3.6,-0.8,102.7,105.4,-2.7,3.7,0.6,7.9,8.3,20.2,14.2,13.1,44.1,47.1,13.2,96.53,5.6
Norman Powell_2015-2016,TOR,Regular,2015-2016,23,49,32,17,15,2,4.7,42.4,0.7,1.8,40.4,0.9,1.1,81.1,0.3,1.9,2.3,1,0.7,0.6,0.2,1.2,0,0,5.6,1.3,109.1,104.1,4.9,10.2,1.47,14.2,2.6,14.2,8.6,9.7,50.2,54.1,17.9,94.81,8.7
Norris Cole_2015-2016,NOP,Regular,2015-2016,27,45,20,25,27,4.4,10.8,40.5,0.7,2.3,32.4,1.2,1.4,80,0.2,3.1,3.4,3.7,1.7,0.8,0.1,2.3,2,0,10.6,-2.3,102.3,107.8,-5.5,21.9,2.23,22.1,0.9,13.7,7,9.9,43.9,46.5,21.6,98.9,7.8
O.J. Mayo_2015-2016,MIL,Regular,2015-2016,28,41,17,24,27,2.9,7.8,37.1,1.3,4,32.1,0.8,1,77.5,0.3,2.2,2.6,2.9,1.8,1.2,0.2,3.1,0,0,7.8,-1.4,101.1,102.3,-1.2,15.6,1.64,22.3,1.3,9.4,5.3,13.6,45.2,47.4,16.9,97.55,4.7
Omer Asik_2015-2016,NOP,Regular,2015-2016,29,68,29,39,17,1.5,2.9,53.3,0,0,0,0.9,1.6,54.5,1.8,4.3,6.1,0.4,0.9,0.3,0.3,1.8,2,0,4,-3,98.5,107.9,-9.3,3.2,0.43,7.9,10.3,28,18.7,18.2,53.3,55.1,11.5,97.28,7.9
Omri Casspi_2015-2016,SAC,Regular,2015-2016,28,69,27,42,27,4.3,9,48.1,1.6,4,40.9,1.5,2.3,64.8,0.8,5.1,5.9,1.4,1.4,0.8,0.2,2.2,6,0,11.8,0.1,104.8,105,-0.2,7.4,1.01,10.8,3.4,19.6,11.7,10.7,57.1,58.7,17.7,102.46,10.2
Orlando Johnson_2015-2016,NOP,Regular,2015-2016,27,7,1,6,15,1.3,4.9,26.5,0.3,1.4,20,0.9,1.1,75,0.6,1.6,2.1,0.3,0.6,0.4,0.4,1.3,0,0,3.7,-5.3,93.4,109.5,-16.1,3.1,0.5,4.6,3.5,14.1,7.8,9.2,29.4,34.6,16.9,102.56,1.5
Otto Porter_2015-2016,WAS,Regular,2015-2016,23,75,36,39,30,4.5,9.6,47.3,1.3,3.6,36.7,1.3,1.7,75.4,1.3,3.9,5.2,1.6,0.9,1.4,0.4,2.2,5,0,11.6,0.6,103.8,103.2,0.6,7.6,1.71,12.5,4.7,14.8,9.6,7.3,54.1,56.4,16,100.95,9.3
PJ Hairston_2015-2016,MEM,Regular,2015-2016,23,66,31,35,20,2.2,6.2,35.5,1.1,3.7,29,0.8,1,78.1,0.4,2.3,2.6,0.6,0.6,0.5,0.2,2.1,1,0,6.2,-2.9,101.4,107.5,-6,4.5,0.93,7.4,2,13.6,7.3,8,44.1,47,16.4,97.35,3.9
PJ Tucker_2015-2016,PHX,Regular,2015-2016,31,82,23,59,31,2.9,7.1,41.1,0.8,2.5,33,1.3,1.7,74.6,2,4.2,6.2,2.2,1.4,1.3,0.2,2.5,7,0,8,-4.3,99.3,106.5,-7.2,10.4,1.59,19,7,15.2,11,11.9,46.9,50.6,12.7,100.33,7.8
Pablo Prigioni_2015-2016,LAC,Regular,2015-2016,39,59,37,22,14,0.9,2.5,37.4,0.5,1.6,29.5,0.1,0.1,87.5,0.6,1.3,1.9,2.2,0.8,0.9,0,1.4,0,0,2.5,-1.1,98.3,101,-2.7,23.5,2.65,39.5,5,10.3,7.6,14.9,46.9,48.2,11.2,95.57,7.5
Pat Connaughton_2015-2016,POR,Regular,2015-2016,23,34,17,17,4,0.4,1.4,26.5,0.1,0.6,23.8,0.1,0.1,100,0.3,0.6,0.9,0.3,0.3,0.1,0,0.2,0,0,1.1,-0.4,90.3,97.1,-6.7,11.5,1,14,8,14.4,11.3,14,31.6,35.2,18.8,96.64,5.3
Patrick Beverley_2015-2016,HOU,Regular,2015-2016,27,71,35,36,29,3.6,8.4,43.4,1.7,4.4,40,0.8,1.2,68.2,1,2.5,3.5,3.4,1.3,1.3,0.4,3.3,1,0,9.9,1.9,107.6,104.6,3.1,17.5,2.63,24.8,4,9.7,6.9,9.5,53.9,55.3,15.5,99.3,7.6
Patrick Patterson_2015-2016,TOR,Regular,2015-2016,27,79,54,25,26,2.6,6.2,41.4,1.3,3.7,36.2,0.4,0.4,85.3,1,3.4,4.3,1.2,0.8,0.7,0.4,1.6,0,0,6.9,5.1,109.8,100.6,9.3,7,1.45,14.1,4.6,14.6,9.8,9.7,52.1,53.4,13.1,94.62,7.8
Patty Mills_2015-2016,SAS,Regular,2015-2016,27,81,66,15,21,3.2,7.6,42.5,1.5,4,38.4,0.6,0.7,81,0.3,1.6,2,2.8,0.9,0.7,0.1,1.3,0,0,8.5,4.7,109,96.8,12.2,19.7,2.97,24.1,1.9,8.7,5.4,8.1,52.5,54.1,19.3,97.65,9.7
Pau Gasol_2015-2016,CHI,Regular,2015-2016,35,72,36,36,32,6.5,13.8,46.9,0.3,1,34.8,3.2,4,79.2,2.2,8.9,11,4.1,2.3,0.6,2,2.1,46,2,16.5,0,102.4,103.5,-1.2,21.5,1.79,18.6,7.3,27.7,18,10.4,48.1,52.9,24.6,98.73,16.5
Paul George_2015-2016,IND,Regular,2015-2016,26,81,44,37,35,7.5,17.9,41.8,2.6,7,37.1,5.6,6.5,86,1,6,7,4.1,3.3,1.9,0.4,2.8,15,0,23.1,2.2,103.3,100,3.3,20.3,1.24,14.5,3.1,18.7,10.9,11.6,49,55.7,30.1,99.95,15.1
Paul Millsap_2015-2016,ATL,Regular,2015-2016,31,81,48,33,33,6.2,13.2,47,0.9,2.9,31.9,3.8,5,75.7,2.4,6.6,9,3.3,2.4,1.8,1.7,2.9,32,0,17.1,2.7,104.1,100.1,4,16.2,1.39,15.6,8.3,21.3,15,11.2,50.5,55.6,24,99.77,14.1
Paul Pierce_2015-2016,LAC,Regular,2015-2016,38,68,44,24,18,2.1,5.8,36.3,1.1,3.6,31,0.8,1,81.8,0.2,2.6,2.7,1,0.9,0.5,0.3,1.9,0,0,6.1,0.8,105.6,103.3,2.2,8.8,1.22,12.8,1.1,15.1,8.2,10.4,45.7,48.9,18,96.91,5.8
Phil Pressey_2015-2016,PHX,Regular,2015-2016,25,23,3,20,12,1.3,3.4,38.5,0.2,0.8,22.2,0.6,1.1,52,0.1,1.2,1.3,3.3,1.4,0.8,0.2,1.2,0,0,3.3,-1.7,96.5,103.2,-6.7,39.5,2.27,38.1,1.1,10.9,5.8,16.8,41,43.3,17.8,104.96,8
Quincy Acy_2015-2016,SAC,Regular,2015-2016,25,59,21,38,15,2,3.6,55.6,0.3,0.8,38.8,0.8,1.2,73.5,1.1,2.1,3.2,0.5,0.5,0.5,0.4,1.7,0,0,5.2,-2.2,98.7,106.3,-7.6,4.5,1,9.1,7.9,15.4,11.6,9.1,60,62.9,13.1,101.32,8.9
RJ Hunter_2015-2016,BOS,Regular,2015-2016,22,36,21,15,9,1,2.7,36.7,0.5,1.8,30.2,0.2,0.2,85.7,0.1,1,1,0.4,0.3,0.4,0.1,0.8,0,0,2.7,-0.8,92.1,95.6,-3.5,6.8,1.18,10.4,0.6,13.1,6.4,8.8,46.4,48,15.5,100.16,6.2
Rajon Rondo_2015-2016,SAC,Regular,2015-2016,30,72,29,43,35,4.9,10.9,45.4,0.9,2.4,36.5,1.2,2.1,58,1.1,5,6,11.7,3.9,2,0.1,2.4,37,6,11.9,-2.1,103.3,106.8,-3.4,47.3,3.02,42.7,3.3,15,9.3,14.1,49.4,50.6,18.7,103.23,13
Rakeem Christmas_2015-2016,IND,Regular,2015-2016,24,1,1,0,6,2,2,100,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4,-10,116.7,202,-85.4,0,0,0,25,0,16.7,0,100,100,15.4,93.95,7.6
Ramon Sessions_2015-2016,WAS,Regular,2015-2016,30,82,41,41,20,3.4,7.2,47.3,0.4,1.4,32.4,2.6,3.5,75.6,0.3,2.2,2.5,2.9,1.4,0.6,0.1,1.2,3,0,9.9,-0.7,102.5,103.9,-1.4,22.8,2.08,22.3,1.7,12.3,6.9,10.7,50.3,56.5,22,100.54,11.6
Randy Foye_2015-2016,OKC,Regular,2015-2016,32,81,37,44,20,2.1,6,35.1,0.9,3.1,30,0.8,0.9,82.4,0.3,1.6,1.9,2,1.1,0.5,0.4,1.6,0,0,5.9,0.3,103.4,102.5,1,14.4,1.87,21.1,1.6,8.6,5.2,11.3,42.8,46.1,16,97.79,5.1
Rashad Vaughn_2015-2016,MIL,Regular,2015-2016,19,70,30,40,14,1.2,3.8,30.5,0.6,2.1,29.3,0.2,0.2,80,0.2,1.1,1.3,0.6,0.4,0.4,0.2,1,0,0,3.1,-2.1,99.4,106.3,-6.8,5.5,1.39,11.5,1.2,8.6,4.9,8.2,38.5,39.8,13.3,96.68,2.4
Rasual Butler_2015-2016,SAS,Regular,2015-2016,37,46,41,5,9,1.1,2.3,47.1,0.3,1.1,30.6,0.2,0.3,68.8,0.1,1.2,1.2,0.5,0.2,0.3,0.5,0.2,0,0,2.7,1.7,109.6,97.6,11.9,7.9,3,16.8,0.8,13,7.3,5.6,54.3,55.8,12.9,95.04,9.4
Raul Neto_2015-2016,UTA,Regular,2015-2016,24,81,40,41,19,2.2,5.2,43.1,0.8,2,39.5,0.6,0.9,74.3,0.2,1.3,1.5,2.1,1.3,0.8,0,1.5,0,0,5.9,0.9,103.3,99.7,3.6,19,1.6,23.8,1.4,8,4.7,14.9,50.7,53,17.6,92.33,7
Ray McCallum_2015-2016,MEM,Regular,2015-2016,25,41,30,11,12,1.3,3.6,37.7,0.4,1,35.7,0.3,0.4,80,0.2,1,1.1,1.5,0.6,0.3,0.2,0.7,0,0,3.3,0.5,104.9,101.8,3.1,18.5,2.5,25.4,1.8,9.6,5.5,10.1,42.8,44.9,16.8,94.77,6.5
Raymond Felton_2015-2016,DAL,Regular,2015-2016,32,80,40,40,27,3.5,8.5,40.6,0.8,2.7,28.2,1.9,2.2,84.7,0.5,2.8,3.2,3.6,1.5,0.9,0.2,1.8,3,1,9.5,-0.8,105.8,105,0.8,20.5,2.35,24.4,1.8,11.1,6.5,10.4,45,50.2,18.4,96.19,8.6
Reggie Bullock_2015-2016,DET,Regular,2015-2016,25,37,22,15,12,1.2,2.6,43.9,0.6,1.4,41.5,0.4,0.4,93.3,0.4,1.5,1.8,0.7,0.2,0.3,0.1,0.8,0,0,3.3,-1.6,102.4,109.9,-7.5,10,3.38,19.3,3.4,15.1,8.9,5.7,55.1,58.3,11.7,95.22,8.5
Reggie Jackson_2015-2016,DET,Regular,2015-2016,26,79,43,36,31,6.8,15.7,43.4,1.5,4.2,35.3,3.7,4.3,86.4,0.7,2.5,3.2,6.2,2.8,0.7,0.1,2.4,9,0,18.8,1.6,105.7,104.1,1.6,34.4,2.21,23.3,2.5,9.2,5.7,10.6,48.2,53.5,28.8,97.88,13
Richard Jefferson_2015-2016,CLE,Regular,2015-2016,36,74,51,23,18,1.9,4.2,45.8,0.9,2.3,38.2,0.8,1.2,66.7,0.2,1.5,1.7,0.8,0.6,0.4,0.2,1.7,0,0,5.5,-0.6,100.4,102.7,-2.3,7,1.37,13,1.3,9.6,5.5,9.5,56.4,58.5,13.6,95.3,6
Richaun Holmes_2015-2016,PHI,Regular,2015-2016,22,51,7,44,14,2.2,4.4,51.4,0.2,0.9,18.2,1,1.5,68.9,1.2,1.4,2.6,0.6,0.6,0.4,0.8,1.8,0,0,5.6,-1,102.6,105.1,-2.5,7.3,1.03,10.3,9.9,12.1,11,10,53.2,56.4,17.5,102,8.2
Ricky Rubio_2015-2016,MIN,Regular,2015-2016,25,76,28,48,31,2.9,7.7,37.4,0.8,2.5,32.6,3.5,4.1,84.7,0.5,3.8,4.3,8.7,2.5,2.1,0.1,2.6,14,0,10.1,0.2,106.8,105.7,1.1,40.2,3.41,41.8,2,13.9,8,12.3,42.7,52.9,17.6,98.02,12.6
Robert Covington_2015-2016,PHI,Regular,2015-2016,25,67,10,57,28,4.1,10.6,38.5,2.5,7.2,35.3,2.1,2.6,79.1,1,5.3,6.3,1.4,2.1,1.6,0.6,3.5,7,0,12.8,-4.2,97.3,105.1,-7.8,8.3,0.68,9.4,3.5,21.1,11.9,13.9,50.4,54.3,21.3,100.86,9
Robert Sacre_2015-2016,LAL,Regular,2015-2016,27,25,2,23,13,1.2,3,41.3,0,0,0,1,1.5,65.8,1.3,1.6,2.9,0.6,0.5,0.2,0.4,1.7,0,0,3.5,-1.3,97.9,104.5,-6.6,7.2,1.17,11.9,9.7,13.8,11.7,10.2,41.3,47.4,13.8,98.8,5
Robin Lopez_2015-2016,NYK,Regular,2015-2016,28,82,32,50,27,4.4,8.1,53.9,0,0,0,1.6,2,79.5,3.3,4.1,7.3,1.4,1.6,0.2,1.6,2.2,15,0,10.3,-1.2,103.7,105.1,-1.5,8.3,0.86,11.6,13.2,16.1,14.7,13.6,53.9,57.4,17.6,94.86,10.6
Rodney Hood_2015-2016,UTA,Regular,2015-2016,23,79,39,40,32,5.2,12.3,42,2,5.7,35.9,2.2,2.5,86,0.5,2.9,3.4,2.7,1.6,0.9,0.2,2.6,0,0,14.5,1.7,104.9,102.9,2,14.2,1.7,15.2,1.8,10.7,6.3,8.9,50.3,54.2,21.8,91.83,9.2
Rodney Stuckey_2015-2016,IND,Regular,2015-2016,30,58,33,25,22,3.2,7.6,41.3,0.3,1.4,24.1,2.3,2.7,82.9,0.3,2.4,2.7,2.4,1.3,0.7,0.1,1.3,0,0,8.9,0.2,101,100.2,0.8,17.9,1.87,19.4,1.7,11.6,6.8,10.4,43.6,50.4,20.7,97.85,9.6
Rondae Hollis-Jefferson_2015-2016,BKN,Regular,2015-2016,21,29,7,22,21,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,1.3,4,5.3,1.5,0.9,1.3,0.6,2.1,2,0,5.8,-2.1,98.6,101.4,-2.9,10,1.65,18.7,6.7,19.9,13.3,11.3,47.1,51.9,13.2,99.11,9.6
Ronnie Price_2015-2016,PHX,Regular,2015-2016,33,62,20,42,20,1.9,4.9,38.4,1.1,3.2,34.7,0.5,0.7,75.6,0.4,1.2,1.6,2.4,1.1,1.2,0.2,2.6,0,0,5.3,-1.2,97.7,100.9,-3.2,18.7,2.1,27.4,2.1,6.8,4.4,13,49.7,51.7,13.7,100.5,5.7
Roy Hibbert_2015-2016,LAL,Regular,2015-2016,29,81,17,64,23,2.2,5.1,44.3,0,0,0,1.4,1.8,80.7,1.6,3.3,4.9,1.2,0.9,0.4,1.4,3.1,3,0,5.9,-8.4,94.6,112.6,-18,8.2,1.25,14.7,7.1,15.4,11.1,11.8,44.3,50.7,13,98.05,6
Rudy Gay_2015-2016,SAC,Regular,2015-2016,29,70,29,41,34,6.7,14.4,46.3,1.1,3.1,34.4,2.8,3.6,78,1.5,5,6.5,1.7,2,1.4,0.7,2.6,7,0,17.2,-1.2,104.2,106.4,-2.1,7.8,0.86,8.7,4.7,16,10.4,10.1,50,53.8,22.5,102.01,10.1
Rudy Gobert_2015-2016,UTA,Regular,2015-2016,24,61,33,28,32,3.2,5.8,55.9,0,0,0,2.6,4.6,56.9,3.4,7.5,11,1.5,1.9,0.7,2.2,2.7,20,0,9.1,2.5,104.3,100,4.3,7.3,0.8,13.3,13,27.3,20.4,16.7,55.9,58.2,14.3,92.6,12.6
Russ Smith_2015-2016,MEM,Regular,2015-2016,25,15,6,9,4,0.5,1.5,31.8,0.1,0.3,20,0.5,0.9,61.5,0.1,0.5,0.6,0.7,0.5,0.3,0.1,0.3,0,0,1.5,-2.7,91.5,114.9,-23.3,31.4,1.57,24.1,1.7,14.3,7.8,15.3,34.1,41.5,23.9,101.21,7.2
Russell Westbrook_2015-2016,OKC,Regular,2015-2016,27,80,55,25,34,8.2,18.1,45.4,1.3,4.3,29.6,5.8,7.2,81.2,1.8,6,7.8,10.4,4.3,2,0.3,2.5,54,18,23.5,7.9,113,102.2,10.8,46.8,2.44,29,6.1,17.8,12.3,11.9,48.9,55.4,31.3,100.27,18.8
Ryan Anderson_2015-2016,NOP,Regular,2015-2016,28,66,24,42,30,6,14.1,42.7,2,5.4,36.6,3,3.5,87.3,2,4,6,1.1,1.4,0.6,0.4,1.7,8,0,17,0.5,105.7,106.9,-1.2,5.9,0.81,6.1,6.9,15.3,10.9,7.5,49.8,54.6,24.2,99.94,10.9
Ryan Hollins_2015-2016,MEM,Regular,2015-2016,31,37,18,19,12,1.3,2.1,62,0,0,0,0.7,1.1,61.9,1.3,1.4,2.6,0.3,0.6,0.2,0.6,1.7,0,0,3.4,-4,95.7,113,-17.3,3.4,0.42,7.6,10.8,14.3,12.4,18.3,62,63.6,11.7,94.79,5.9
