sampleNumber,pitchMin,pitchMax,pitchAve,energy,duration,f0,f1,f2,emotion
1316,195.5062235989,311.2797335926,256.6232775648,0.0184231841,60,2262.894899692,4426.3731620173,--undefined--,Disgust
1317,92.047755849,520.1894355025,292.2493528414,0.1139456363,60,2072.1053884437,4149.9521342284,--undefined--,Disgust
1318,241.9279392212,443.4012758308,332.0952759124,0.0163888435,60,1784.5720976304,3346.0398893655,--undefined--,Disgust
1319,97.3234948129,300.6402814768,233.4422349983,0.0112648116,60,1501.0914692328,3325.7761616706,4651.6885794413,Disgust
1320,230.3124172223,371.5088050168,302.0660074923,0.0166399757,60,555.2758376699,2505.6833946883,4597.4689397465,Disgust
1321,234.6947889143,413.197280145,303.9166636799,0.0590613282,60,2107.2751190766,4428.8866490714,--undefined--,Disgust
1322,200.0669240273,435.3638866252,269.7673962534,0.0159012881,60,1387.0673335463,3592.5409085501,4719.7359623785,Disgust
1323,236.7890114339,395.0695592652,278.7808573792,0.0285956701,60,1740.2851667212,3545.6112077666,--undefined--,Disgust
1324,188.9446909444,278.1909468016,244.0925268594,0.0254817544,60,2067.1795900662,4305.3624302283,--undefined--,Disgust
1325,188.2000219857,414.2930066097,285.5912764505,0.0082992417,60,1439.1892385151,3625.5337288401,4420.102086762,Disgust
1326,250.0433991268,425.5661531197,312.3528562568,0.0522803546,60,1902.9321667907,3573.6413557738,--undefined--,Disgust
1327,162.9333710683,553.0654547941,276.9692412839,0.0207831457,60,2261.3074185628,4385.0920243469,--undefined--,Disgust
1328,254.1051099031,458.8094120066,351.6610354706,0.0141082346,60,1976.7926580434,3540.1847304531,--undefined--,Disgust
1329,170.9121169736,324.9519703671,276.6035703477,0.0063575443,60,1456.3303949466,3668.174800721,--undefined--,Disgust
1330,263.8839111988,430.430370969,336.9230905465,0.0126647953,60,1326.2804853768,3345.3920664819,4334.3632216959,Disgust
1331,120.6113264558,333.9247726009,226.8357815044,0.0056329531,60,1836.2502803797,3656.503458845,--undefined--,Disgust
1332,112.6350995803,334.2515571916,238.1007481047,0.0315364933,60,1986.9109533029,4093.8048016573,--undefined--,Disgust
1333,172.4439080018,352.3936474911,283.6207988134,0.0134792061,60,2079.496281265,4245.9294832273,--undefined--,Disgust
1334,87.8693424293,377.7868523476,276.3868390581,0.0198410726,60,1693.3024605114,3535.8411414238,--undefined--,Disgust
1335,205.920946334,366.9062834686,316.2344381996,0.0248017022,60,1222.751677301,3075.0003191987,--undefined--,Disgust
1336,110.4920505283,485.5914450126,342.9568017996,0.021075522,60,1757.9228781254,3541.3472734032,--undefined--,Disgust
1337,203.7061516358,347.8463089781,290.0053684039,0.0687521868,60,1798.9885579733,3855.9628669006,--undefined--,Disgust
1338,168.5981921225,339.9041236665,268.3897956123,0.025006141,60,1766.8341000016,3613.5228485935,--undefined--,Disgust
1339,185.9096826049,351.1352778426,278.2292615642,0.0851883754,60,2588.7398658816,5244.120789154,--undefined--,Disgust
1340,193.6748448213,315.2822199409,291.0475992018,0.0055572036,60,2133.374510224,4229.2106646792,--undefined--,Disgust
1341,258.79612971,446.4142932024,334.4794298205,0.0071886528,60,1972.673239276,4441.3728958603,--undefined--,Disgust
1342,185.7721930187,312.7490571699,258.8541073892,0.0260791307,60,1627.7203884987,3358.2317929792,--undefined--,Disgust
1343,80.0558206493,366.0708624149,194.8692692685,0.0038706018,60,1996.6420632031,4252.6416131753,--undefined--,Disgust
1344,240.228294263,323.4151870796,275.4302827131,0.012117534,60,1745.1028548003,3644.1097636102,--undefined--,Disgust
1345,214.5432469673,318.5454841621,275.441938418,0.0157627909,60,2156.5990919988,3904.5595942682,--undefined--,Disgust
1346,169.4762053129,346.6829525198,269.348757218,0.0170675135,60,1753.0636057691,3801.717417252,--undefined--,Disgust
1347,140.30707859,447.2507335211,305.0839485548,0.0098258704,60,2066.7699506091,4098.1752418571,--undefined--,Disgust
1348,181.8602241226,375.3483415785,277.8763528844,0.0121288565,60,1826.0176037969,3615.6697387408,--undefined--,Disgust
1349,91.8631462134,416.9287018524,284.5325478074,0.011045344,60,1457.8880852925,3790.5419284014,--undefined--,Disgust
1350,208.3458071019,397.9809547432,294.2494398216,0.024249324,60,1917.7198308535,4005.8220649117,--undefined--,Disgust
1351,167.2938583028,348.3596125646,259.2778482456,0.0088646386,1.06625,2516.3273411195,4688.8117387663,--undefined--,Disgust
1352,148.7389108014,235.5653637705,208.390212337,0.0080418835,1.14825,1111.7766675598,3565.1436850425,--undefined--,Disgust
1353,145.0420154915,178.8766944922,165.633588319,0.0013251752,0.8201875,2350.5094856805,3757.7140279122,--undefined--,Disgust
1354,198.207743746,249.8468670721,225.097645104,0.0045318226,1.31225,1771.8812821109,4181.2158319399,--undefined--,Disgust
1355,167.0779750744,598.7420161517,288.6666419699,0.0196953835,1.14825,2202.4814303663,3853.9477593731,--undefined--,Disgust
1356,135.3891069694,331.7066751228,239.7034430256,0.0155635252,1.14825,1503.3743373535,3252.4665199462,--undefined--,Disgust
1357,113.9701069275,281.1363316837,192.8773554823,0.0018730229,1.558375,804.4775750667,3847.7370783468,--undefined--,Disgust
1358,141.725722819,233.2993809296,202.0325859431,0.0089015694,0.9841875,614.4274142489,3793.8609645481,--undefined--,Disgust
1359,166.1702030278,248.7523077979,208.4698361962,0.018517083,1.14825,2118.5405182566,4085.0096697787,--undefined--,Disgust
1360,110.9039339776,272.9809881946,226.2588503127,0.0112472908,0.9841875,1119.837322304,1445.0604426053,3929.5171711304,Disgust
1361,138.559987085,315.0010740541,262.2499550546,0.0144534714,0.8201875,141.1958121982,2388.0252003125,4841.5304698818,Disgust
1362,164.0684371582,276.213279195,239.1821214778,0.0248264674,1.06625,1639.6078711347,3040.7231403059,--undefined--,Disgust
1363,175.7404843045,262.4452275353,229.9648377813,0.0056965503,1.23025,1067.4987249343,3291.8810178015,4583.1735510845,Disgust
1364,154.2083830505,320.7946327224,244.4084092708,0.0045449152,1.14825,3362.365873312,4594.4917286545,--undefined--,Disgust
1365,157.431008402,326.6475781037,237.2015177509,0.0065695632,1.39425,1220.693471064,3469.1011511582,--undefined--,Disgust
1366,141.569463414,280.2275202027,219.3360164681,0.0042636076,1.23025,540.5963456318,2337.6481131123,4385.5667881852,Disgust
1367,157.4719298814,341.1231180391,257.4129408071,0.0129223811,1.640375,2646.3976390136,3673.8869312106,--undefined--,Disgust
1368,135.59159231,272.7455995422,213.2026221981,0.0008502326,1.14825,225.1003903967,2761.1644304879,4671.9788008961,Disgust
1369,164.3741416775,502.588283693,350.2874854863,0.0025239562,1.14825,543.7450811067,4687.5399187474,--undefined--,Disgust
1370,148.2443762798,341.5513382535,238.8440640313,0.0042027137,1.8296875,3121.1289471572,3765.5295572109,--undefined--,Disgust
1371,190.4591099444,295.8674731096,257.0877874061,0.0139314151,1.4763125,1038.0131786946,2015.0112960131,3440.1683545425,Disgust
1372,200.5809695081,333.295990052,296.7150562052,0.0089932689,0.9021875,1301.5069090014,2488.7992650859,4176.8112228953,Disgust
1373,126.0077386234,282.5900767853,206.1784173191,0.0011558639,1.23025,1570.1113249306,3734.3558638296,--undefined--,Disgust
1374,186.3982262877,287.4036094656,238.6719491647,0.0098051645,1.3943125,1938.06762598,4548.5132597477,--undefined--,Disgust
1375,138.5704763357,264.1647624997,208.4275475476,0.0062539896,1.3943125,2417.4934409927,4896.0693035095,--undefined--,Disgust
1376,130.8798661773,189.2298010991,163.8687672659,0.0024304721,1.3123125,633.5565655288,2125.080579648,4228.6849219416,Disgust
1377,143.0229015399,260.4351917004,220.3076227267,0.0042465133,1.4763125,1793.8859341159,2624.6779043362,--undefined--,Disgust
1378,176.980863195,253.0713156247,211.4683528543,0.0053331528,0.9021875,2580.1991307871,4073.7916841543,--undefined--,Disgust
1379,182.8636944497,267.229757768,244.2363190456,0.0017190337,1.5583125,3346.2932650097,4531.0082716414,--undefined--,Disgust
1380,146.0247795806,294.4522446772,180.9065808515,0.0011419964,0.9021875,758.7818937463,1625.7702323864,5171.4592713014,Disgust
1381,116.2136645658,151.5526396466,132.1225064823,0.000183787,1.31225,1104.2444643362,2493.8701455844,3980.1314100892,Disgust
1382,146.3216791313,188.5520248074,169.1325132281,0.0006320253,0.8201875,589.3465876313,2478.775489038,4103.8089048744,Disgust
1383,116.1288205669,191.4356782395,146.2011528537,0.0029798535,1.3943125,993.4875364182,1792.1239415606,3669.6135189755,Disgust
1384,216.7885006785,269.5844772999,238.6724582913,0.0090932736,1.06625,1191.8561286106,1689.7090369113,4543.1795855249,Disgust
1385,210.1825209299,263.0750447231,241.6142884262,0.001644239,1.2303125,1905.1676777548,4426.4706838839,--undefined--,Disgust
1386,137.9472697331,243.1254631029,210.4662177541,0.005497399,1.23025,1172.0957025487,2809.0187588208,--undefined--,Disgust
1387,137.9045849444,280.4024946735,220.8292112618,0.0141279462,1.31225,1126.799464351,2066.0150380952,4978.285300984,Disgust
1388,149.6284840374,256.7983185448,199.7594684823,0.0146278788,1.722375,1824.8813565199,4011.4265931519,--undefined--,Disgust
1389,122.007593841,238.0394928717,173.6704484012,0.0066900653,1.5583125,2401.7524872878,4598.8947373957,--undefined--,Disgust
1390,144.2048293991,233.9395901044,180.5643332168,0.0005431846,1.722375,2161.9767565789,4438.8306085063,--undefined--,Disgust
1391,136.7352264893,209.8456894932,172.9985004042,0.0105490972,1.476375,2421.2507517842,4757.3207880497,--undefined--,Disgust
1392,151.161727987,265.6781753686,224.4714752767,0.0151669223,1.4763125,2686.2202526385,5045.4553723627,--undefined--,Disgust
1393,291.5906791592,320.4531031291,309.1445237143,0.0008786414,1.9684375,2337.3441158942,4350.9039564476,--undefined--,Disgust
1394,180.6917552223,286.1558593738,248.8983624729,0.0142711168,1.31225,2715.2257017048,4862.326405009,--undefined--,Disgust
1395,157.5901867936,294.410091418,217.0365465905,0.0234908365,1.8864375,2121.6101601417,4721.3063390604,--undefined--,Disgust
1396,153.3466601626,350.1073528189,254.8384232334,0.0153429069,1.31225,1021.1783302233,3557.210207685,--undefined--,Disgust
1397,116.4851437494,195.6478916632,152.2604774374,0.0006586191,1.23025,2408.488421068,--undefined--,--undefined--,Disgust
1398,98.2380650018,591.2895448717,173.0484888874,0.0023513144,1.558375,740.6037377643,2690.4408733745,4472.70131592,Disgust
1399,134.0834957752,152.6970563494,144.7789253241,0.000777856,1.640375,1015.1451289052,3476.1894465258,--undefined--,Disgust
1400,114.5655797271,166.5829424099,144.0477347299,0.0003315928,1.4763125,1254.9272075074,2156.8171696878,3922.2201373907,Disgust
1401,210.0820850273,462.8028823047,343.6969366756,0.0130312967,2.2965,1324.1783487291,2278.5222220184,3879.329116245,Disgust
1402,78.7694827973,597.0778767998,343.4399915721,0.0056813071,2.2965,544.1053209614,2335.1635232771,4487.4467643995,Disgust
1403,242.1564610103,596.2625542006,382.1238378678,0.0127567521,2.770375,801.047073134,2572.5104335423,4635.1430676386,Disgust
1404,174.7384915275,593.5588250983,371.8891592255,0.0084779908,2.3329375,1057.2756052471,2512.7011925009,4425.0448172233,Disgust
1405,115.9530555426,513.4758622656,356.0972636516,0.0016070852,2.041375,1540.310195237,2780.2561826042,4434.2697939825,Disgust
1406,211.9870731323,538.4417992401,336.3508269713,0.0042825721,2.2965,687.8839122682,2849.8083479252,4963.537186275,Disgust
1407,285.0854007808,594.1344732328,435.2447674547,0.0056337036,2.7339375,585.6074884112,2634.665616735,4702.26558459,Disgust
1408,200.1714907957,597.5458502985,372.8401421832,0.0048010889,2.84325,411.7703894373,2420.8412002389,4553.4368325552,Disgust
1409,221.451245186,440.7444451491,333.0179137771,0.0087004499,3.353625,700.9097691172,2624.3347313675,4667.6539524788,Disgust
1410,81.8582485436,575.6324010857,399.9718306835,0.002781316,2.9161875,725.2761790502,2546.0449500629,4784.7684798343,Disgust
1411,105.8398926886,399.813785922,262.7512856374,0.0056122996,2.733875,849.1630477389,2172.3019386346,4534.6548638429,Disgust
1412,97.3739273607,490.1942311432,316.8895256584,0.0057501409,3.3535625,1334.9001530479,3491.0987244351,--undefined--,Disgust
1413,127.1717230549,418.5554123758,289.5191039892,0.0077349726,2.952625,2019.9962561308,--undefined--,--undefined--,Disgust
1414,77.3366311065,342.3432642467,250.2595842322,0.0026407464,2.770375,718.3465776435,2574.6220407365,4422.7449924306,Disgust
1415,78.6853404514,418.3420956462,311.3934930916,0.006141103,2.624625,1034.1911289656,3970.9716950285,--undefined--,Disgust
1416,84.1197285763,533.2720819511,403.4970618636,0.003078179,3.062,808.2992426819,2505.0804869191,4420.2295859046,Disgust
1417,127.4765413535,568.2726798594,308.7368816316,0.0019495345,2.952625,1023.3629020181,2922.9430661585,4546.6744134715,Disgust
1418,128.3731732639,395.671622496,280.5326895169,0.0012457721,3.062,381.6303129255,2958.4029903893,5072.0385219502,Disgust
1419,258.5588304347,413.6910465687,316.8693335737,0.0015171567,2.2965,559.9754847469,3477.4121528097,--undefined--,Disgust
1420,190.6947011831,418.9220303446,291.6401727602,0.0012892598,2.51525,317.385917462,3185.7611304737,5048.7125888413,Disgust
1421,120.2066895418,502.291326198,236.3045394469,0.0009774226,2.187125,1466.0746373804,3392.2609041119,4470.6262788267,Disgust
1422,272.0371679382,593.3961078181,379.1505359493,0.0008207649,2.870625,1934.5359488594,4446.1768814305,--undefined--,Disgust
1423,104.6344592237,346.8710095154,228.2683198534,0.0007015161,2.4605625,414.9431648437,2920.0976197632,4288.4400776184,Disgust
1424,257.5588801626,419.5706371081,328.4240261755,0.0010587791,1.968375,2081.5502964681,3481.9619880236,--undefined--,Disgust
1425,239.0700089715,475.7364163428,298.4715501011,0.0004396516,2.2145,1096.1579135308,3108.2108969776,--undefined--,Disgust
1426,122.9878807924,462.0200928621,257.6319537689,0.0005188012,1.804375,1037.7450181532,3950.8277503385,--undefined--,Disgust
1427,300.8828665638,484.3288580502,379.4650358792,0.0023594347,2.1325,924.5085366479,4157.2227192453,--undefined--,Disgust
1428,267.793298756,435.0624543021,358.3562589484,0.0048908411,2.788625,814.723286937,2716.4619733343,4671.4975851029,Disgust
1429,309.3857340592,486.1477770259,420.222386589,0.0118790767,1.9293125,3231.8831135811,4331.7168064896,--undefined--,Disgust
1430,231.2772979373,589.5383444516,353.7096050583,0.0588848374,1.5416875,2340.9089290123,3204.9913474892,--undefined--,Disgust
1431,136.0375697946,332.9264663033,276.0200573227,0.0032101665,1.804375,296.0466381195,2398.0724806795,4496.5353994969,Disgust
1432,218.3648258973,391.4146231275,333.4601729217,0.0039254368,2.2144375,704.0496726073,2385.1769818113,4503.6793489296,Disgust
1433,243.6683441577,314.040831795,303.0287764461,0.0010597347,2.3785,913.9995168712,2741.2767339409,4770.1319207648,Disgust
1434,166.086026175,398.2411093467,361.4570825447,0.003298668,2.2145,809.5859334603,2494.0341076626,--undefined--,Disgust
1435,280.2739993609,594.7663424347,421.0055335649,0.0011281107,2.788625,1421.580345999,4425.8302816888,--undefined--,Disgust
1436,320.0670449952,438.1083297331,380.3662649332,0.0088588093,1.4763125,847.1346948426,2471.8379313949,4601.3671588086,Disgust
1437,248.6985207088,518.9636443867,349.5699391476,0.0050215296,2.5425,1039.854730507,3126.5609483997,4399.4524177554,Disgust
1438,162.5566267535,509.3588249444,344.2034308085,0.0033847675,1.9684375,1405.7986489683,3105.9506031311,5022.9327834471,Disgust
1439,214.4049408629,494.428484522,376.1031915736,0.00422024,2.870625,1982.0541974968,4166.0365339817,--undefined--,Disgust
1440,204.5863737072,583.8663991181,294.8091780755,0.0005091218,2.1324375,929.8741464132,2760.9512853857,5067.4142531038,Disgust
1441,226.5814663881,470.2857827437,311.4558860154,0.0043841705,1.968375,670.7545195787,2245.4162220366,4579.726753009,Disgust
1442,123.6331325677,546.5881565759,340.8966753164,0.0031607369,1.9684375,1492.6038327967,3239.9282604076,--undefined--,Disgust
1443,297.9496458536,381.689370997,322.0323331184,0.0005333324,2.2965,875.8056831845,2690.5785297375,4801.9606556269,Disgust
1444,264.0558741108,470.4352953121,327.8969573584,0.0006244021,2.1324375,1554.8545369419,2912.2839225881,4843.3780785508,Disgust
1445,79.9693627849,312.0289722415,268.1930371389,0.0016195621,1.886375,638.9824591937,2003.3310077474,4224.5468727034,Disgust
1446,135.6254044298,354.837828549,294.3186507226,0.0052557025,2.1325,795.7744613307,2505.3077997642,4047.8910555041,Disgust
1447,104.2308611046,372.0826618052,280.90578076,0.0032414624,2.0504375,950.8775372637,3165.7919937226,--undefined--,Disgust
1448,250.9507823602,427.2844480265,323.6007550337,0.0039441017,2.3785625,907.5703803588,2421.4579477588,3435.7231602049,Disgust
1449,234.5479007402,292.1533751703,275.5701717091,0.0026069613,2.3785625,1836.7147298782,4257.0886676149,--undefined--,Disgust
1450,218.6019924987,323.2767212998,286.0706946029,0.005183605,2.0504375,622.1549745741,2891.7657445004,4758.0109191696,Disgust
1451,200.8760162738,509.1517590164,333.6177093755,0.0144041802,2.3654375,1429.8922147535,3813.0667769428,--undefined--,Disgust
1452,210.5017466297,578.9309343557,393.0338248113,0.0568066123,2.82325,1253.9936095196,3282.8136648871,--undefined--,Disgust
1453,246.4575485119,576.1694244471,357.0930070227,0.1316828843,2.5180625,1598.5629293668,3402.6145291967,--undefined--,Disgust
1454,284.4070129987,597.5069152407,421.5964303325,0.0543064795,2.289125,877.1213251304,2614.7226191637,3878.739135613,Disgust
1455,222.291974664,546.4858017831,380.0018480205,0.012288221,1.983875,982.628681443,2932.9652822568,4782.8648462281,Disgust
1456,273.3746439119,578.7809895332,414.9520049786,0.0297049553,1.602375,1731.9449932221,2919.7173826551,4793.0173785721,Disgust
1457,272.2549635462,408.3696018724,334.1535939143,0.0561521019,2.4416875,1731.4458987362,3632.5561122284,5018.0924741796,Disgust
1458,238.3527002649,585.2982668133,383.43157272,0.1137703923,2.0601875,1615.7721859506,3532.6123453558,--undefined--,Disgust
1459,247.9172095842,582.6624505358,392.7415378905,0.1032277266,1.907625,492.2227995042,2494.9999181967,--undefined--,Disgust
1460,205.1660507884,491.6460068067,368.1947074532,0.0182381308,2.0601875,780.4792009787,2710.9564211088,4850.7170992649,Disgust
1461,300.237821908,536.1975819509,411.1098484453,0.1159808683,1.94575,868.3708649362,2135.7472517237,3764.3347433557,Disgust
1462,300.9340049016,586.5222275017,405.7778763126,0.0702568938,2.0601875,339.7798045553,2488.5166887434,3832.428730475,Disgust
1463,301.76943946,591.9608397393,460.2355607663,0.0656942445,2.44175,2600.1598876207,4289.7723341933,--undefined--,Disgust
1464,304.1939046877,599.9672530317,414.6353368178,0.014924696,1.907625,632.5112873176,3231.4387687249,4537.5725093257,Disgust
1465,292.3073122607,577.503694066,413.1598194427,0.1173150517,1.9839375,630.2841996271,2742.4548159267,5098.7449227396,Disgust
1466,245.6380018977,597.2690344355,399.2631954306,0.103954017,2.0601875,1491.8605041709,3549.3025814564,--undefined--,Disgust
1467,300.7541331477,592.4159125869,435.4754804131,0.0989943018,2.1365,1982.9245177935,4582.8285141968,--undefined--,Disgust
1468,281.4066766661,583.3528746936,374.5584636048,0.0645038985,2.289125,523.367289177,2683.2171110058,4426.8166558189,Disgust
1469,251.3152505182,599.7113364491,387.9897784332,0.057629223,2.0601875,1745.6492413856,3375.1085616628,--undefined--,Disgust
1470,218.7966179355,513.7390340184,359.644059264,0.0101452464,1.2971875,405.7481051759,3140.4564079745,4325.6998611089,Disgust
1471,229.0209165428,511.7201879992,355.6500487228,0.0496051048,1.8313125,1211.7330028222,2096.2441801662,4597.6845315367,Disgust
1472,244.2415725052,552.7127750542,436.8018534651,0.0586043747,1.5260625,1799.163611705,2907.2806468652,4391.5862303301,Disgust
1473,253.2758533016,594.0607376105,426.2546811835,0.0323468584,1.5451875,530.9555350699,2975.3128058023,4514.9618066671,Disgust
1474,286.8661879407,595.3687230049,433.2047802058,0.0322434321,1.94575,455.8759423037,2567.1439182718,4523.0381272101,Disgust
1475,286.1687362964,585.7008660928,421.2420947282,0.0508163456,1.755,1594.4617070357,3515.3113378172,--undefined--,Disgust
1476,271.9430260312,586.4937859083,445.7740006395,0.0841340594,1.602375,981.0280650305,3318.6895945517,3786.970107154,Disgust
1477,302.4387715086,594.097688202,410.5020846912,0.0720192149,1.83125,1188.6161404212,3154.4662585249,--undefined--,Disgust
1478,270.5666825418,599.7405705181,407.6181558108,0.0211376809,1.755,665.3013311442,2497.0448794392,4782.6412783837,Disgust
1479,269.7834821155,597.5687266477,348.4496466055,0.0309756333,1.83125,410.2839876744,2898.2308670232,4453.2485784594,Disgust
1480,109.3255085099,595.4534448566,379.4255407039,0.0114045756,1.602375,447.398883373,1880.8664877629,3948.3632097721,Disgust
1481,305.540042038,596.933476673,402.8255577964,0.0733921444,1.9839375,236.3701205378,3174.0909941971,--undefined--,Disgust
1482,280.0974108703,580.7609806952,372.7643376952,0.0843072858,1.983875,1485.4246155662,3704.9101811256,--undefined--,Disgust
1483,270.2674559199,594.9596872164,403.8856436876,0.0211406103,1.8313125,382.0940247831,2649.7911902997,4717.7412706813,Disgust
1484,302.9489808015,597.6762809759,409.5977602201,0.0298755841,1.8313125,847.7460928678,2149.5680096733,3929.2210771334,Disgust
1485,238.7083292628,595.8757685542,417.9865211574,0.0108066991,1.9839375,1434.1240559043,3440.2524537059,--undefined--,Disgust
1486,255.6585431222,598.4070130958,401.388584978,0.0310295703,1.602375,1235.316862609,1686.8149249414,4467.9257534343,Disgust
1487,306.8649373508,598.2854572347,400.9076979522,0.0463278515,1.83125,1165.4479358757,2353.2340212487,4857.5286956267,Disgust
1488,301.5013521979,595.9675696825,419.8752824148,0.0173215086,1.9860625,2087.354649167,4745.9823534538,--undefined--,Disgust
1489,273.1369065943,590.2379716179,452.1412241275,0.0311381133,1.5276875,796.3248644854,1242.1629473177,3736.4982617655,Disgust
1490,212.8152890363,599.3478843611,380.0963413404,0.0164966518,2.1388125,1721.0723020652,3708.2342325539,4985.9079744935,Disgust
1491,192.7128100828,573.8070021423,351.7786923444,0.017728636,2.2151875,619.7257560336,2399.1728224374,4564.3354245407,Disgust
1492,287.0919046392,588.2209265211,369.4819796401,0.0124375489,1.9860625,2698.6037838073,4970.975007503,--undefined--,Disgust
1493,362.7699475306,577.4700937136,438.2549094058,0.0082489705,1.756875,612.3256874471,2653.4451991784,4667.3529859234,Disgust
1494,288.3786415313,592.662038969,383.0034332926,0.0363135523,1.9860625,1670.8058400737,3405.1096756083,4979.4362445853,Disgust
1495,331.7383312178,590.9586693006,460.5042668538,0.0312794957,2.0624375,2085.3714022648,4519.2734146646,--undefined--,Disgust
1496,272.352549105,588.2368851099,367.0525903292,0.0280742118,2.2151875,1797.409642976,3823.6423970804,5046.5593339486,Disgust
1497,213.9459489446,598.4544288293,359.4604227601,0.0126413904,2.062375,1179.5655667772,1385.0467754979,3590.748071804,Disgust
1498,237.3165233459,594.7292111227,394.1177077429,0.0297481889,1.7568125,1321.3162860038,4010.8135170828,--undefined--,Disgust
1499,282.0775512422,574.0593363349,336.2844334955,0.0281735602,1.5276875,1132.2634157889,3482.2151249804,--undefined--,Disgust
1500,287.3609203109,599.7274929204,385.1276980297,0.1072411475,1.83325,1534.7955995574,2871.3342819954,3870.0387514101,Disgust
1501,102.031319268,151.124049581,125.3409110678,0.027900241,1.9069375,1222.748597374,3350.6966294276,--undefined--,Neutral
1502,99.4645086914,120.8633503055,111.6827790919,0.0158327359,1.564625,267.4782534638,2807.8182382349,--undefined--,Neutral
1503,77.8275376828,136.3597542842,116.5660061662,0.010859765,1.4994375,381.1242714695,2272.6710660524,4141.7915943055,Neutral
1504,109.7441672346,448.762461937,132.310477656,0.0089101245,1.2386875,686.9997835416,1390.6641796334,3927.1168526341,Neutral
1505,90.210246748,136.5399934074,116.4300346697,0.0110223033,1.695,1986.3360707218,3510.4109421109,--undefined--,Neutral
1506,86.5164870331,124.5731253698,110.6394307913,0.0069718773,1.303875,1994.8948430899,4856.7499075544,--undefined--,Neutral
1507,115.1095403199,132.7769427136,122.6039170759,0.0224520469,2.061875,429.370132675,1806.1739345316,4611.409463546,Neutral
1508,100.4382347628,131.0488693562,116.2460303133,0.0045288548,0.797625,698.2169858901,3848.8790585677,--undefined--,Neutral
1509,98.9736000264,123.0590204268,111.8398127582,0.0210788312,1.431875,2455.9381207982,4971.6594454912,--undefined--,Neutral
1510,103.5622123763,156.1887435579,129.5410788845,0.0084765776,1.10825,656.1445114773,1335.7000136914,4056.2436803673,Neutral
1511,99.8671874056,124.6057315398,113.5807636623,0.009944923,1.4994375,230.561240567,2870.2118195883,4778.641272873,Neutral
1512,98.3059908491,133.6588663472,113.9886412377,0.0102509923,1.6298125,1867.9592811483,3749.2229726593,--undefined--,Neutral
1513,98.3171083028,558.1092081465,183.7458108134,0.0099693348,1.8254375,1904.4675854873,4064.107366136,5085.5249345731,Neutral
1514,95.3000366575,136.3089624159,116.5219849132,0.0084578299,1.303875,3045.8477810736,4676.7016308739,--undefined--,Neutral
1515,96.3806031763,128.9677891109,113.9185992082,0.0082645828,1.303875,413.3264964524,2838.639876206,4812.8718029956,Neutral
1516,93.7613183307,125.0447111864,107.9981415495,0.0075915993,1.1734375,264.0465205081,3330.9604828974,--undefined--,Neutral
1517,82.7380212788,142.6795134205,114.474512483,0.0111761261,1.629875,1387.0260498948,3153.0436427455,--undefined--,Neutral
1518,79.7787671635,591.6560303914,134.1805971852,0.0083641483,1.4995,270.3546540567,2356.3670603833,4518.0159215149,Neutral
1519,77.2880387865,150.6197622293,127.7369158836,0.0092166346,1.369125,2547.5147569916,3871.1199070526,--undefined--,Neutral
1520,102.4154474586,145.9889039994,119.0858812463,0.0065837215,1.6459375,1350.1632353956,4011.5769388483,--undefined--,Neutral
1521,97.8516195137,128.5342769849,111.432189817,0.0122771126,1.303875,264.9133046268,2608.7893783431,3726.6621735963,Neutral
1522,104.3853130941,148.918953638,116.1831833739,0.0047534764,1.3690625,2260.345884109,4781.1440601061,--undefined--,Neutral
1523,101.6791056213,121.5632699976,109.511132664,0.0107509247,1.6298125,1711.3127268461,3743.7566285321,--undefined--,Neutral
1524,102.7875200826,576.0578595231,162.4949494111,0.0110721367,2.0210625,276.3967142254,2604.8809057597,--undefined--,Neutral
1525,106.5785619273,133.6150210841,117.8808508164,0.010087248,1.6950625,268.3484519876,2406.9238526462,4813.9361702209,Neutral
1526,75.3818883821,132.8218004222,120.071969273,0.0089886848,1.1735,260.2442823473,2220.7923264985,4227.3946723352,Neutral
1527,102.2179691963,126.4937955182,112.2106662757,0.0083124236,1.3690625,494.6892695011,2497.9825790241,--undefined--,Neutral
1528,111.1244088973,127.3701096848,116.039110216,0.0062360289,1.5646875,247.0664548641,1758.886660037,4599.8034733375,Neutral
1529,104.293052435,120.4223645168,112.3777280749,0.0060872993,1.3690625,2522.5840057401,4024.5035088535,4980.3479973084,Neutral
1530,99.6849923956,137.0431525471,119.6073113302,0.0094460857,1.303875,557.0841710758,2512.872422718,--undefined--,Neutral
1531,95.4534796336,117.2700301252,105.9249189621,0.0106275525,1.564625,844.9139415829,1315.6182544017,4093.6456034254,Neutral
1532,92.7532049013,130.6272110041,107.6693586466,0.0123683827,2.08625,1607.3065315022,2935.1390028078,4695.9273203366,Neutral
1533,97.2259545436,153.9459231446,124.211720745,0.0127538672,1.4994375,1145.2505720371,3883.914571214,--undefined--,Neutral
1534,92.2046502601,122.1343275646,108.9854203893,0.0107840106,1.4994375,1909.305044988,3604.6674421586,--undefined--,Neutral
1535,112.718316213,532.3440028068,170.5681405334,0.0115036275,1.448375,462.4534015702,2047.3603490837,4120.0048670682,Neutral
1536,97.1150952591,113.2847384287,104.2996408058,0.0078540608,1.303875,757.3111731699,1472.9198750884,4798.0977912115,Neutral
1537,94.0311844204,116.1663533824,107.55763245,0.0089954,1.564625,297.665609423,2283.9176064184,3725.7527952034,Neutral
